aack,ability,able,abo,abolish,abortion,abuse,academic,acceptance,access,according,account,accountability,accruing,act,acting,action,activity,actually,add,added,adding,addition,additional,additionally,address,administrati,administration,administrator,adult,advance,advantage,advice,advisor,advocate,aempt,aend,aended,aention,affair,affect,affected,afford,affordability,affordable,afp,age,agency,agenda,ago,agreed,ahead,ai,aid,aimed,alaska,allow,allowed,allowing,allows,ally,altadena,alternati,alys,amendment,america,american,analysis,analyst,angeles,announced,announcement,annual,answer,anti,aorney,ap,appeal,appeared,appears,application,applied,apply,approach,approd,appropriated,approval,apr,arage,area,aren,argued,argument,art,article,ask,asked,asset,assistance,associated,association,athlete,august,authority,auto,automatic,available,avoid,ay,baby,backed,background,bad,balance,bale,ban,bank,bankruptcy,based,basis,beer,began,begin,belie,belief,benefit,best,biden,big,biggest,billion,billionaire,bipartisan,birth,bit,black,block,blocked,blue,board,bond,border,borrower,borrowing,branch,break,breaking,brennan,bring,bringing,brings,broad,brought,budget,budgeting,build,building,built,burden,bureau,bureaucracy,business,buy,buyback,buyer,buying,california,called,calling,came,campaign,campus,canada,cancel,canceled,cancellation,candidate,cap,capital,capitol,car,card,cardona,care,career,carolina,carry,case,cash,category,catholic,cause,cd,center,central,century,ceo,certain,certainly,cfpb,check,chief,child,china,chip,choice,chris,cir,circumstance,citizen,citizenship,city,civil,claim,claiming,class,clear,clearly,click,climate,clinic,cllenge,cllenged,close,closed,closing,cnbc,cnce,cnet,cnge,cnged,cnging,cnn,colleague,collection,college,columbia,com,combined,come,coming,comment,commiee,commission,commitment,common,communication,community,company,compare,compared,complaint,complete,completely,compounded,concern,concerned,condition,conduct,conference,confirmation,confirmed,conflict,confusion,congress,congressional,conrsation,consequence,conservati,consider,considered,considering,constitution,constitutional,construction,consumer,contact,content,contingent,continue,continued,continues,contributed,contribution,control,cor,corage,corporate,cos,cost,council,counseling,count,country,county,couple,course,court,covid,cpter,create,created,creating,credit,creditor,crge,crime,criminal,crisis,criterion,critical,crucial,cuing,culture,current,currently,cut,cycle,daily,damage,dangerous,data,date,day,dc,deadline,deal,death,debate,debt,decade,december,decide,decided,decision,decline,deduction,default,defaulted,defense,deferment,deficit,degree,dei,delay,delir,delopment,demand,democracy,democrat,democratic,department,depends,deportation,deposit,described,designed,despite,detailed,determine,devos,did,didn,difference,different,difficult,digital,direct,direction,directly,director,dirsity,disability,disaster,discretionary,discrge,discrged,dismantle,district,doctor,document,doe,doesn,doge,doing,dollar,don,donald,door,dozen,drin,drop,drug,earlier,early,earn,earnings,easier,easy,economic,economy,education,educational,effect,effecti,effectily,efficiency,effort,egg,elect,elected,election,eligibility,eligible,eliminate,eliminated,eliminating,elon,email,emergency,employee,employer,employment,en,enacted,end,ended,ending,endowment,energy,enforcement,engineering,enroll,enrolled,enrollment,ensure,ent,entered,entire,entity,entual,entually,environment,environmental,equity,er,era,error,ery,eryone,erything,especially,essential,estate,estimate,evidence,exactly,example,executi,existing,expand,expanded,expanding,expect,expected,expense,expensi,experience,expert,explained,explore,expressed,extra,eye,face,faced,facing,fact,factor,faculty,fafsa,failed,failure,fair,fall,family,far,fast,fate,father,fda,fear,feature,feb,february,fed,federal,fee,feel,felt,fewer,fi,field,fight,figure,file,filed,filing,final,finally,finance,financial,finding,firm,fiscal,fix,fixed,florida,focus,focused,folk,follow,following,food,forbearance,force,forced,forecast,foreign,forgi,forgin,forginess,form,forrd,foundation,founded,fox,fraud,free,freedom,freeze,friday,friend,fully,function,fund,funded,funding,future,ga,gain,ge,geing,gen,gender,general,generally,generation,george,gey,gi,gift,gin,giving,goal,going,gone,good,gop,gornment,gornor,got,gov,graduate,graduation,grant,great,green,groh,ground,group,growing,guidance,head,health,healthcare,hearing,held,help,helped,helping,hide,high,higher,hill,history,hit,hiv,hold,holiday,home,homeowner,hope,hospital,host,hour,house,household,housing,hower,huge,human,husband,ibr,icr,idea,identify,ideology,idr,illegal,image,immediately,immigrant,immigration,impact,impacted,implement,implemented,important,impoundment,impro,include,included,includes,including,inclusion,income,incoming,increase,increased,increasing,increasingly,independent,indicated,individual,industry,inflation,influence,information,infrastructure,initial,initially,initiati,injunction,innovation,inst,instance,instead,instigation,insting,institute,institution,instment,instor,insurance,intended,international,interview,introduced,irs,isn,issue,issued,item,iting,ivf,ivy,james,jan,january,job,joe,john,judge,july,june,just,justice,kantrowitz,karoline,keeping,kelly,key,kid,kind,king,know,known,ks,labor,lack,land,large,largely,largest,late,later,latest,launched,law,lawmaker,lawsuit,le,lea,lead,leader,leadership,leading,league,learn,learning,leavi,leaving,led,leer,left,legal,legislati,legislation,legitimate,lel,lender,let,lf,li,liberal,life,like,likely,lile,limit,limited,linda,line,list,litigation,living,ll,llace,lo,loan,local,located,location,long,longer,look,looking,los,lose,loss,lost,lot,low,lower,lowest,lt,lted,maer,maga,maintain,major,majority,make,making,man,manage,management,managing,mandate,march,margaret,mark,market,marxist,mass,massachuses,massi,material,maybe,mckinley,mcmahon,meal,mean,meant,measure,median,medicaid,medical,medicare,medication,medium,meet,meeting,member,memo,men,mental,method,mexico,mia,middle,military,million,mind,minimum,minute,mo,mod,model,moment,monday,money,month,monthly,moody,morning,mortgage,mother,moving,mr,multiple,musk,nation,national,natural,nd,near,nearly,necessary,need,needed,ner,net,network,new,news,nomber,nominee,non,nonprofit,north,note,noted,notice,npr,nt,nted,number,nurse,obama,obligation,october,offer,offered,offering,office,officer,official,offset,old,omb,ongoing,online,open,operation,opportunity,option,orall,order,organization,originally,orsight,outcome,outside,outstanding,oval,owe,package,page,paid,pan,pandemic,panic,parent,parer,particularly,party,pas,passed,past,path,pathy,patient,pause,paused,pay,paycheck,paye,paying,payment,pell,pending,people,percent,percentage,period,permanent,perps,person,personal,peter,phone,photo,pick,picture,place,plan,planned,planning,plant,platform,play,plus,point,policy,political,politics,poor,popular,portal,porty,position,possible,post,potential,potentially,power,ppen,ppening,ppens,practice,prediction,prent,presidency,president,presidential,press,pressure,previous,previously,prey,price,priority,privacy,private,pro,probably,problem,process,processing,product,professional,professor,profit,program,progress,progressi,project,promise,promised,promote,property,proposal,proposed,protect,protection,provide,provided,provides,providing,provision,pslf,public,published,puing,purcse,purpose,pursue,pursuing,push,pushed,qualified,qualify,qualifying,quality,quarter,question,quickly,quite,race,radical,raise,raised,range,rate,ratio,rd,rder,rdship,reach,reaching,read,ready,real,reality,really,reason,rebuild,recei,receid,receis,receiving,recent,recently,recommend,reconciliation,record,recory,red,reduce,reduced,reduction,reform,regardless,region,regularly,regulation,regulatory,related,release,released,relief,rely,remain,remaining,remains,remember,rent,renue,rep,repay,repayment,repeal,report,reported,reporter,reporting,representati,republican,request,require,required,requirement,requires,research,reser,resident,resource,response,responsibility,responsible,restriction,result,resume,retirement,return,review,right,rise,rising,risk,rm,road,robert,role,room,roth,roughly,round,rris,rsion,rubin,rule,ruling,run,running,ry,sa,safe,safety,said,sale,saving,saw,say,saying,scale,scam,scheduled,scholarship,school,science,scope,score,scrf,second,secretary,section,sector,security,seeing,seek,seeking,seen,seing,selement,self,sell,sen,senate,senator,send,senior,sense,sensiti,sent,separate,separately,separatist,september,ser,seral,series,servant,service,servicer,servicers,session,set,shington,short,shouldn,shut,sign,signed,significant,significantly,similar,simple,simply,single,site,situation,size,small,smith,sn,social,society,solution,son,soon,sooner,sort,source,south,space,speaker,speaks,special,specific,specifically,speech,spend,spending,spent,spoke,spokesperson,sport,spring,sre,sred,staff,stamp,stand,standard,standing,start,started,starting,state,statement,status,statute,stay,ste,step,stock,stop,store,story,strategy,street,stress,strong,struck,struggling,student,studentaid,study,subject,submit,subsidy,success,successful,suggested,suggests,suit,summer,supply,support,supposed,supreme,sure,sury,sweeping,taken,taking,talk,talking,target,targeted,tariff,task,tax,taxpayer,teacher,teaching,team,tech,technology,tell,temporarily,temporary,tend,ter,teran,term,tesla,test,texas,themsels,thing,think,thought,thousand,threat,thursday,tied,time,tip,tirzepatide,title,today,told,took,tool,topic,tord,total,town,track,trade,tradition,traditional,training,transfer,transgender,transition,transportation,treasury,treatment,tried,trillion,true,trump,trust,try,trying,tuesday,tuition,turn,turned,twier,type,typically,ukraine,ultimately,unable,uncertainty,unclear,unconstitutional,undergraduate,understand,understanding,union,unique,unirsity,united,unless,unlikely,unprecedented,update,updated,usaid,use,used,using,usually,valuable,value,vance,various,vice,view,ving,virginia,visit,vote,voted,voter,vought,wealth,website,wednesday,week,went,west,white,wide,widespread,wildfire,willing,win,wind,wing,woke,woman,won,word,work,worked,worker,workforce,working,workplace,world,worried,worry,worse,worst,worth,wouldn,wrien,wrote,year,yes,yield,york,young,zero
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,3,0,1,0,0,2,0,0,0,1,0,0,0,0,0,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,1,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,3,1,0,0,0,1,0,0,1,0,0,3,0,0,0,0,0,1,0,0,0,0,2,3,0,1,0,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,2,3,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,16,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,3,1,0,0,0,2,2,0,0,0,0,0,0,0,0,3,0,0,31,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,5,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,1,3,1,0,0,0,0,0,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,6,0,0,0,17,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,4,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,6,0,0,1,0,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,17,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,1
0,1,0,0,0,0,0,0,0,3,5,0,0,0,4,0,1,0,0,0,0,0,2,0,0,0,0,16,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,1,4,1,2,1,2,0,0,0,2,0,0,0,0,3,3,0,2,0,4,0,0,1,0,0,0,0,0,1,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,1,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,7,0,34,2,0,4,0,1,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,2,0,3,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,3,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,1,0,0,1,1,1,0,0,2,0,0,0,2,0,1,0,1,0,0,0,0,0,5,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,2,0,0,0,7,0,2,5,1,2,4,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,4,0,0,0,3,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,1,2,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,0,1,0,1,0,0,2,2,0,0,0,0,1,0,2,0,0,1,0,1,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,3,1,0,1,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,12,0,0,1,0,0,0,1,1,0,0,0,0,0,2,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,2,0,0,2,1,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4,0,0,0,1,0,2,0,0,0,0,1,0,1,0,5,0,0,0,1,0,0,0,1,0,2,1,0,0,0,0,1,0,1,0,3,5,1,1,0,2,0,4,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,1,0,0,8,1,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,3,8,0,3,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,3,0,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,1,2,2,0,0,2,1,0,0,0,0,0,1,1,2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,2,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,1,0,0,0,15,0,0,0,2,0,0,0,1,0,0,0,0,1,0,1,2,0,1,10,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2,1,2,0,0,0,0,2,7,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,2,1,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,1,0,0,1,0,0,0,2,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0
