mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_degree,param_kernel,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
2.7993046760559084,0.26525581999334713,0.06858968734741211,0.010100007944593844,0.5,2,linear,"{'C': 0.5, 'degree': 2, 'kernel': 'linear'}",0.5688073394495413,0.5229357798165137,0.6238532110091743,0.6146788990825688,0.6513761467889908,0.5963302752293578,0.04531775792744393,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
3.9732853412628173,0.44270173664867773,0.21366796493530274,0.02507808906440674,0.5,2,poly,"{'C': 0.5, 'degree': 2, 'kernel': 'poly'}",0.6146788990825688,0.6238532110091743,0.5137614678899083,0.5045871559633027,0.4954128440366973,0.5504587155963303,0.05655425690797226,40,0.7041284403669725,0.6399082568807339,0.6307339449541285,0.6330275229357798,0.6353211009174312,0.6486238532110091,0.02791765881596871
4.914638185501099,0.46204862773989835,0.33723111152648927,0.029412406589843565,0.5,2,rbf,"{'C': 0.5, 'degree': 2, 'kernel': 'rbf'}",0.5688073394495413,0.6055045871559633,0.47706422018348627,0.5321100917431193,0.5321100917431193,0.5431192660550459,0.04279597720987376,44,0.8004587155963303,0.7981651376146789,0.8279816513761468,0.731651376146789,0.7362385321100917,0.7788990825688074,0.038203051034233056
2.787485361099243,0.5005391514436996,0.06464462280273438,0.012108782748854484,0.5,3,linear,"{'C': 0.5, 'degree': 3, 'kernel': 'linear'}",0.5688073394495413,0.5229357798165137,0.6238532110091743,0.6146788990825688,0.6513761467889908,0.5963302752293578,0.04531775792744393,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
3.764966106414795,0.19663545351999193,0.21034250259399415,0.012738308425250611,0.5,3,poly,"{'C': 0.5, 'degree': 3, 'kernel': 'poly'}",0.5871559633027523,0.5688073394495413,0.48623853211009177,0.4954128440366973,0.5045871559633027,0.5284403669724771,0.0412742087310165,52,0.6857798165137615,0.6284403669724771,0.5940366972477065,0.5963302752293578,0.6009174311926605,0.6211009174311927,0.034614035742960535
4.621497869491577,0.40457232170069574,0.3275903701782227,0.034930994283296365,0.5,3,rbf,"{'C': 0.5, 'degree': 3, 'kernel': 'rbf'}",0.5688073394495413,0.6055045871559633,0.47706422018348627,0.5321100917431193,0.5321100917431193,0.5431192660550459,0.04279597720987376,44,0.8004587155963303,0.7981651376146789,0.8279816513761468,0.731651376146789,0.7362385321100917,0.7788990825688074,0.038203051034233056
2.582987594604492,0.22188050089762235,0.06732769012451172,0.005348471721731483,0.5,4,linear,"{'C': 0.5, 'degree': 4, 'kernel': 'linear'}",0.5688073394495413,0.5229357798165137,0.6238532110091743,0.6146788990825688,0.6513761467889908,0.5963302752293578,0.04531775792744393,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4.129146480560303,0.7141454690785357,0.207566499710083,0.034598355516189255,0.5,4,poly,"{'C': 0.5, 'degree': 4, 'kernel': 'poly'}",0.5779816513761468,0.5688073394495413,0.4954128440366973,0.4954128440366973,0.4954128440366973,0.526605504587156,0.03831305140884604,53,0.676605504587156,0.6169724770642202,0.5871559633027523,0.5848623853211009,0.591743119266055,0.6114678899082568,0.03452882434230975
4.041714668273926,0.6880432086889143,0.28194541931152345,0.025248288897052173,0.5,4,rbf,"{'C': 0.5, 'degree': 4, 'kernel': 'rbf'}",0.5688073394495413,0.6055045871559633,0.47706422018348627,0.5321100917431193,0.5321100917431193,0.5431192660550459,0.04279597720987376,44,0.8004587155963303,0.7981651376146789,0.8279816513761468,0.731651376146789,0.7362385321100917,0.7788990825688074,0.038203051034233056
2.292131185531616,0.11822108962550361,0.06650805473327637,0.014814700245074322,1.0,2,linear,"{'C': 1.0, 'degree': 2, 'kernel': 'linear'}",0.5688073394495413,0.5229357798165137,0.6055045871559633,0.6146788990825688,0.6513761467889908,0.5926605504587156,0.04365276056282686,13,1.0,1.0,1.0,1.0,1.0,1.0,0.0
3.993809127807617,0.6668043374524842,0.19730019569396973,0.031035954602698153,1.0,2,poly,"{'C': 1.0, 'degree': 2, 'kernel': 'poly'}",0.6055045871559633,0.6605504587155964,0.5688073394495413,0.5045871559633027,0.5321100917431193,0.5743119266055046,0.05492341118200283,35,0.7477064220183486,0.6857798165137615,0.6697247706422018,0.6880733944954128,0.6857798165137615,0.6954128440366973,0.026959055513605695
4.382266283035278,1.0140678904895197,0.3694650173187256,0.11178720711284204,1.0,2,rbf,"{'C': 1.0, 'degree': 2, 'kernel': 'rbf'}",0.6605504587155964,0.5871559633027523,0.4954128440366973,0.5596330275229358,0.5596330275229358,0.5724770642201835,0.05336895255871189,36,0.9174311926605505,0.8302752293577982,0.8555045871559633,0.7912844036697247,0.7958715596330275,0.8380733944954128,0.04611403802518239
2.5252702236175537,0.40361990087341476,0.07050580978393554,0.011209285979945352,1.0,3,linear,"{'C': 1.0, 'degree': 3, 'kernel': 'linear'}",0.5688073394495413,0.5229357798165137,0.6055045871559633,0.6146788990825688,0.6513761467889908,0.5926605504587156,0.04365276056282686,13,1.0,1.0,1.0,1.0,1.0,1.0,0.0
