mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_max_depth,param_max_features,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.0837059497833252,0.011156909485250048,0.013175773620605468,0.0011450960502068948,gini,,,"{'criterion': 'gini', 'max_depth': None, 'max_features': None}",0.6979166666666666,0.71875,0.625,0.7263157894736842,0.49473684210526314,0.6525438596491228,0.08665559561541303,3,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.02101621627807617,0.002141927136613099,0.015656471252441406,0.003231873017932543,gini,,sqrt,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'sqrt'}",0.65625,0.6458333333333334,0.6354166666666666,0.6105263157894737,0.4842105263157895,0.6064473684210527,0.06297501086082398,20,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.022643566131591797,0.0007567668752779522,0.01674952507019043,0.005273578111018593,gini,,log2,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'log2'}",0.6354166666666666,0.6145833333333334,0.6145833333333334,0.6105263157894737,0.5789473684210527,0.6108114035087719,0.018161893576118002,17,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.060977840423583986,0.005548444169114517,0.014086055755615234,0.0009597198721081127,gini,5,,"{'criterion': 'gini', 'max_depth': 5, 'max_features': None}",0.6666666666666666,0.7083333333333334,0.71875,0.7368421052631579,0.3157894736842105,0.6292763157894737,0.15842852632406948,9,0.9136125654450262,0.8534031413612565,0.8743455497382199,0.9007832898172323,0.8381201044386423,0.8760529301600755,0.028203348167405638
0.02141084671020508,0.003023468824069958,0.013714599609375,0.00040418522786809917,gini,5,sqrt,"{'criterion': 'gini', 'max_depth': 5, 'max_features': 'sqrt'}",0.6354166666666666,0.625,0.6666666666666666,0.6,0.5684210526315789,0.6191008771929825,0.03315658936444682,12,0.7513089005235603,0.6701570680628273,0.693717277486911,0.6684073107049608,0.7519582245430809,0.7071097562642681,0.0374371163568868
0.02344832420349121,0.0028522043519905063,0.014368343353271484,0.0007884446017880053,gini,5,log2,"{'criterion': 'gini', 'max_depth': 5, 'max_features': 'log2'}",0.5833333333333334,0.5625,0.6458333333333334,0.631578947368421,0.5263157894736842,0.5899122807017545,0.04405111716359796,21,0.6596858638743456,0.725130890052356,0.725130890052356,0.7127937336814621,0.7310704960835509,0.7107623747488142,0.026223137258633174
0.09648761749267579,0.01915011222426263,0.016553401947021484,0.0007913150353383498,gini,10,,"{'criterion': 'gini', 'max_depth': 10, 'max_features': None}",0.6458333333333334,0.6875,0.6979166666666666,0.7052631578947368,0.5052631578947369,0.6483552631578947,0.07444308207249233,6,0.9790575916230366,0.9476439790575916,0.9764397905759162,0.9947780678851175,0.9765013054830287,0.9748841469249381,0.015233172395991607
0.027812862396240236,0.00407972658284247,0.016247892379760744,0.0009636657604712176,gini,10,sqrt,"{'criterion': 'gini', 'max_depth': 10, 'max_features': 'sqrt'}",0.6666666666666666,0.5625,0.53125,0.6736842105263158,0.5052631578947369,0.5878728070175437,0.06963669295599806,22,0.8743455497382199,0.8298429319371727,0.8429319371727748,0.856396866840731,0.9138381201044387,0.8634710811586673,0.029181658770552944
0.026037263870239257,0.003379576882855705,0.017364692687988282,0.0032404284056142645,gini,10,log2,"{'criterion': 'gini', 'max_depth': 10, 'max_features': 'log2'}",0.5625,0.59375,0.5729166666666666,0.6210526315789474,0.5368421052631579,0.5774122807017543,0.02849535784281953,23,0.7984293193717278,0.7827225130890052,0.8534031413612565,0.8198433420365535,0.8511749347258486,0.8211146501168785,0.02805838205752263
0.10190730094909668,0.007949161703736201,0.016475820541381837,0.0005654095190877656,entropy,,,"{'criterion': 'entropy', 'max_depth': None, 'max_features': None}",0.6041666666666666,0.75,0.7604166666666666,0.6736842105263158,0.47368421052631576,0.6523903508771929,0.10574702386509525,4,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.02701425552368164,0.0010381851544708838,0.016495561599731444,0.0011636267693972112,entropy,,sqrt,"{'criterion': 'entropy', 'max_depth': None, 'max_features': 'sqrt'}",0.6354166666666666,0.6145833333333334,0.6770833333333334,0.631578947368421,0.5368421052631579,0.6191008771929825,0.04597996564471796,12,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.02648305892944336,0.0019500474996203398,0.01597318649291992,0.0012637794374109038,entropy,,log2,"{'criterion': 'entropy', 'max_depth': None, 'max_features': 'log2'}",0.625,0.65625,0.6875,0.5789473684210527,0.5473684210526316,0.6190131578947369,0.05069735305366739,15,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.06893725395202636,0.0020158343419390563,0.016841793060302736,0.0009680942129098004,entropy,5,,"{'criterion': 'entropy', 'max_depth': 5, 'max_features': None}",0.6354166666666666,0.8020833333333334,0.7604166666666666,0.7368421052631579,0.30526315789473685,0.6480043859649123,0.17994387088257718,7,0.8848167539267016,0.837696335078534,0.8612565445026178,0.8015665796344648,0.814621409921671,0.8399915246127978,0.030288246119528087
0.029680633544921876,0.0037568561941854,0.02178163528442383,0.006915767568923482,entropy,5,sqrt,"{'criterion': 'entropy', 'max_depth': 5, 'max_features': 'sqrt'}",0.6458333333333334,0.6145833333333334,0.65625,0.6,0.5157894736842106,0.6064912280701755,0.04971551687077718,18,0.7356020942408377,0.6727748691099477,0.6989528795811518,0.6657963446475196,0.7754569190600522,0.7097166213279018,0.040991185274014436
