mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_max_depth,param_max_features,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.16622047424316405,0.008895275306838011,0.016077232360839844,0.0005279609060951488,gini,,,"{'criterion': 'gini', 'max_depth': None, 'max_features': None}",0.4370860927152318,0.44370860927152317,0.41721854304635764,0.48344370860927155,0.30666666666666664,0.41762472406181017,0.059503122856331005,9,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.036284875869750974,0.0020872770188258014,0.014770269393920898,0.0007192598006276671,gini,,sqrt,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'sqrt'}",0.4105960264900662,0.4105960264900662,0.3443708609271523,0.3708609271523179,0.26,0.3592847682119205,0.05564097004434761,23,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.03202104568481445,0.0030187073449371095,0.012734031677246094,0.0010225444113796222,gini,,log2,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'log2'}",0.39072847682119205,0.3576158940397351,0.3509933774834437,0.33774834437086093,0.30666666666666664,0.3487505518763797,0.027341809396556647,26,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.08197126388549805,0.00265402288209722,0.013265180587768554,0.0020702246782844025,gini,5,,"{'criterion': 'gini', 'max_depth': 5, 'max_features': None}",0.41721854304635764,0.5165562913907285,0.5165562913907285,0.5761589403973509,0.21333333333333335,0.4479646799116998,0.12793793845561438,6,0.6915422885572139,0.615257048092869,0.593698175787728,0.6384742951907131,0.6639072847682119,0.6405758184793472,0.03459742276449363
0.026808977127075195,0.001725725383726974,0.01312112808227539,0.0006001291260164953,gini,5,sqrt,"{'criterion': 'gini', 'max_depth': 5, 'max_features': 'sqrt'}",0.3576158940397351,0.39072847682119205,0.423841059602649,0.4370860927152318,0.18,0.35785430463576157,0.09310730345927759,24,0.49087893864013266,0.4593698175787728,0.4494195688225539,0.4444444444444444,0.4337748344370861,0.455577520784598,0.019482271483154533
0.0302825927734375,0.00715228952319572,0.013808345794677735,0.0009892844415573777,gini,5,log2,"{'criterion': 'gini', 'max_depth': 5, 'max_features': 'log2'}",0.36423841059602646,0.3443708609271523,0.3973509933774834,0.3841059602649007,0.28,0.35401324503311254,0.041132036088550115,25,0.43449419568822556,0.4593698175787728,0.43781094527363185,0.46102819237147596,0.5198675496688742,0.46251414011619607,0.030649220262228077
0.14653773307800294,0.006860221726287265,0.012369775772094726,0.0008155655480035287,gini,10,,"{'criterion': 'gini', 'max_depth': 10, 'max_features': None}",0.4370860927152318,0.423841059602649,0.5364238410596026,0.5165562913907285,0.37333333333333335,0.45744812362030907,0.06058099444828469,3,0.8839137645107794,0.8291873963515755,0.8557213930348259,0.845771144278607,0.8857615894039735,0.8600710575159523,0.021934838646047197
0.031124973297119142,0.003294744349538666,0.012955999374389649,0.0013249307096165216,gini,10,sqrt,"{'criterion': 'gini', 'max_depth': 10, 'max_features': 'sqrt'}",0.4105960264900662,0.33774834437086093,0.3973509933774834,0.3576158940397351,0.19333333333333333,0.33932891832229584,0.07758503003992721,27,0.7180762852404643,0.6351575456053068,0.6119402985074627,0.6185737976782753,0.6258278145695364,0.6419151483202091,0.038854334506539315
0.025833702087402342,0.0012191822367603007,0.012625026702880859,0.0005959987506855771,gini,10,log2,"{'criterion': 'gini', 'max_depth': 10, 'max_features': 'log2'}",0.4503311258278146,0.37748344370860926,0.3509933774834437,0.40397350993377484,0.29333333333333333,0.37522295805739514,0.05247079970162928,18,0.6550580431177446,0.6384742951907131,0.6218905472636815,0.6268656716417911,0.6655629139072847,0.6415702942242429,0.016556984901901294
0.2046412467956543,0.015815444385442596,0.017670249938964842,0.0028179505533583575,entropy,,,"{'criterion': 'entropy', 'max_depth': None, 'max_features': None}",0.4370860927152318,0.41721854304635764,0.46357615894039733,0.4768211920529801,0.34,0.4269403973509934,0.04813804105783803,7,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.033122682571411134,0.0029784937693744773,0.014496564865112305,0.003945030716839945,entropy,,sqrt,"{'criterion': 'entropy', 'max_depth': None, 'max_features': 'sqrt'}",0.36423841059602646,0.37748344370860926,0.3973509933774834,0.41721854304635764,0.3333333333333333,0.37792494481236205,0.028626163492180723,16,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.028928804397583007,0.0024259687735025,0.015112590789794923,0.002105986910548992,entropy,,log2,"{'criterion': 'entropy', 'max_depth': None, 'max_features': 'log2'}",0.4105960264900662,0.4304635761589404,0.44370860927152317,0.31788079470198677,0.36666666666666664,0.3938631346578366,0.0460806188824967,12,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.1222764492034912,0.020699071078700077,0.0181243896484375,0.0010151695386254715,entropy,5,,"{'criterion': 'entropy', 'max_depth': 5, 'max_features': None}",0.423841059602649,0.5364238410596026,0.4370860927152318,0.5033112582781457,0.41333333333333333,0.46279911699779247,0.04834787935699953,1,0.6749585406301825,0.6119402985074627,0.5887230514096186,0.593698175787728,0.6440397350993378,0.6226719602868658,0.03255040844948105
