feature,importance,absolute_importance
face,-0.002777777777777768,0.002777777777777768
balance,-0.002777777777777768,0.002777777777777768
received,-0.002777777777777768,0.002777777777777768
month,-0.002777777777777768,0.002777777777777768
love,-0.002777777777777768,0.002777777777777768
available,-0.002777777777777768,0.002777777777777768
expert,-0.002777777777777768,0.002777777777777768
majority,-0.002777777777777768,0.002777777777777768
value,-0.002777777777777768,0.002777777777777768
passed,-0.002777777777777768,0.002777777777777768
market,-0.002777777777777768,0.002777777777777768
view,-0.002777777777777768,0.002777777777777768
believe,-0.002777777777777768,0.002777777777777768
apply,-0.002777777777777768,0.002777777777777768
particularly,-0.002777777777777768,0.002777777777777768
mean,-0.002777777777777768,0.002777777777777768
expect,-0.002777777777777768,0.002777777777777768
rule,-0.002777777777777768,0.002777777777777768
run,-0.002777777777777768,0.002777777777777768
essential,-0.002777777777777768,0.002777777777777768
member,-0.002777777777777768,0.002777777777777768
allows,-0.002777777777777768,0.002777777777777768
way,-0.002777777777777768,0.002777777777777768
outside,-0.002777777777777768,0.002777777777777768
end,-0.002777777777777768,0.002777777777777768
especially,-0.002777777777777768,0.002777777777777768
aid,-0.002777777777777768,0.002777777777777768
mind,-0.002777777777777768,0.002777777777777768
partner,-0.002777777777777768,0.002777777777777768
family,-0.002777777777777768,0.002777777777777768
looking,-0.002777777777777768,0.002777777777777768
policy,-0.002777777777777768,0.002777777777777768
possible,-0.002777777777777768,0.002777777777777768
plan,-0.002777777777777768,0.002777777777777768
early,-0.002777777777777768,0.002777777777777768
branch,-0.002777777777777768,0.002777777777777768
build,-0.002777777777777768,0.002777777777777768
tried,-0.002777777777777768,0.002777777777777768
easy,-0.002777777777777768,0.002777777777777768
point,-0.002777777777777768,0.002777777777777768
presidency,-0.002777777777777768,0.002777777777777768
key,-0.002777777777777768,0.002777777777777768
broad,-0.002777777777777768,0.002777777777777768
legal,-0.002777777777777768,0.002777777777777768
buy,-0.002777777777777768,0.002777777777777768
fan,-0.002777777777777768,0.002777777777777768
left,-0.002777777777777768,0.002777777777777768
pslf,-0.0013888888888889284,0.0013888888888889284
vote,-0.001388888888888906,0.001388888888888906
donald,-0.001388888888888906,0.001388888888888906
repayment,-0.001388888888888906,0.001388888888888906
giving,-0.001388888888888884,0.001388888888888884
resource,-0.001388888888888884,0.001388888888888884
game,-0.001388888888888884,0.001388888888888884
gen,-0.001388888888888884,0.001388888888888884
entire,-0.001388888888888884,0.001388888888888884
general,-0.001388888888888884,0.001388888888888884
getting,-0.001388888888888884,0.001388888888888884
note,-0.001388888888888884,0.001388888888888884
gift,-0.001388888888888884,0.001388888888888884
require,-0.001388888888888884,0.001388888888888884
feel,-0.001388888888888884,0.001388888888888884
rural,-0.001388888888888884,0.001388888888888884
requires,-0.001388888888888884,0.001388888888888884
field,-0.001388888888888884,0.001388888888888884
going,-0.001388888888888884,0.001388888888888884
return,-0.001388888888888884,0.001388888888888884
expense,-0.001388888888888884,0.001388888888888884
follow,-0.001388888888888884,0.001388888888888884
review,-0.001388888888888884,0.001388888888888884
far,-0.001388888888888884,0.001388888888888884
offered,-0.001388888888888884,0.001388888888888884
form,-0.001388888888888884,0.001388888888888884
nfl,-0.001388888888888884,0.001388888888888884
fear,-0.001388888888888884,0.001388888888888884
risk,-0.001388888888888884,0.001388888888888884
rep,-0.001388888888888884,0.001388888888888884
fiscal,-0.001388888888888884,0.001388888888888884
feature,-0.001388888888888884,0.001388888888888884
free,-0.001388888888888884,0.001388888888888884
friend,-0.001388888888888884,0.001388888888888884
fund,-0.001388888888888884,0.001388888888888884
result,-0.001388888888888884,0.001388888888888884
experience,-0.001388888888888884,0.001388888888888884
food,-0.001388888888888884,0.001388888888888884
funding,-0.001388888888888884,0.001388888888888884
future,-0.001388888888888884,0.001388888888888884
force,-0.001388888888888884,0.001388888888888884
good,-0.001388888888888884,0.001388888888888884
online,-0.001388888888888884,0.001388888888888884
got,-0.001388888888888884,0.001388888888888884
platform,-0.001388888888888884,0.001388888888888884
let,-0.001388888888888884,0.001388888888888884
lender,-0.001388888888888884,0.001388888888888884
led,-0.001388888888888884,0.001388888888888884
leader,-0.001388888888888884,0.001388888888888884
latest,-0.001388888888888884,0.001388888888888884
later,-0.001388888888888884,0.001388888888888884
place,-0.001388888888888884,0.001388888888888884
large,-0.001388888888888884,0.001388888888888884
potentially,-0.001388888888888884,0.001388888888888884
practice,-0.001388888888888884,0.001388888888888884
kind,-0.001388888888888884,0.001388888888888884
omb,-0.001388888888888884,0.001388888888888884
justice,-0.001388888888888884,0.001388888888888884
judge,-0.001388888888888884,0.001388888888888884
joe,-0.001388888888888884,0.001388888888888884
ongoing,-0.001388888888888884,0.001388888888888884
limit,-0.001388888888888884,0.001388888888888884
live,-0.001388888888888884,0.001388888888888884
living,-0.001388888888888884,0.001388888888888884
money,-0.001388888888888884,0.001388888888888884
minute,-0.001388888888888884,0.001388888888888884
opportunity,-0.001388888888888884,0.001388888888888884
military,-0.001388888888888884,0.001388888888888884
middle,-0.001388888888888884,0.001388888888888884
orleans,-0.001388888888888884,0.001388888888888884
overall,-0.001388888888888884,0.001388888888888884
medical,-0.001388888888888884,0.001388888888888884
median,-0.001388888888888884,0.001388888888888884
measure,-0.001388888888888884,0.001388888888888884
party,-0.001388888888888884,0.001388888888888884
managing,-0.001388888888888884,0.001388888888888884
pause,-0.001388888888888884,0.001388888888888884
