component_1,component_2,component_3
-1.9444901755873214,-2.5863381149489544,-1.4717162985462557
-0.9979112794194747,-5.072876264232863,5.674324361206363
0.6882193950449924,3.5655056345724923,-0.2860464584326708
-0.42150263313328784,1.3661689784128277,-0.42168151728145076
-0.9979112794195061,-5.0728762642328675,5.674324361206345
-1.4777573057637157,-4.945114967647405,4.754512263414263
2.7175075148394217,4.683813132671772,3.3111342027944755
-1.285807528429524,-1.7580511995163315,-1.711418097907303
1.4603377417738777,0.24738456347715124,-1.7053852012429278
-1.086913977227797,-1.871576718168893,-1.6282316468749425
-0.2581171095124224,1.0940098388849944,0.8895203985738708
-0.9573192834801701,-2.5756401569506533,1.5482961298384155
-0.830504799442415,-4.688549075804654,5.944387725124558
-0.7151243075631667,-2.2910251894527915,2.228307663130981
-0.8704117951402388,-3.8042264755213897,6.076534581531312
-0.5111894851450808,-2.4157734130413053,1.770974759104978
-0.7332208968245483,-4.086281773335862,3.269671185324673
-1.4927724706828487,-4.69784087338125,6.378637679077378
0.3509277288233935,-3.738325688931824,2.943449976217054
-1.290333381058303,-4.910227800985204,6.651581539530565
-1.4400855323532613,-6.689194300505916,9.34113444668037
-0.8875316661951459,-4.27373901245473,5.83321194753048
-1.542947637405589,-4.693737793582233,4.222748899084747
-0.6122272418587573,-2.701374305331139,2.6986610559931523
-0.8648154156332222,-0.8660503132931169,0.016462459025562544
-1.5656533518646358,0.011846733925108306,-2.194040130518156
-1.0242638494410814,0.9381459319969939,-2.0901380259278395
-1.2709071864299724,-1.8811296906882293,-1.705134411443399
0.4577867555192952,-1.5999980818713915,2.4922623073100545
-1.102972694086659,0.40462911976112453,-2.3314655081393107
-1.177759656996888,-2.992379426809016,1.9483568562193607
-0.9270966453754441,1.1153452628629268,-2.291084321716931
-1.2894097008403274,-2.9962941645359926,-0.12932622320481987
-0.9979112794195051,-5.072876264232868,5.674324361206345
-1.1270481804176342,-1.3129122261117196,-1.755556890069854
-1.4294939999980454,-0.43360755523783817,-2.3026820000331534
-0.7987212619652998,-0.18078737715575366,-1.836950183631377
-1.7941330537169144,-0.742323757252344,-1.7777424886675686
-0.48793282433454854,1.1611807350150432,-0.9767831466925402
-0.6824855044200384,-4.016281436517312,5.023762798609126
-1.4460659566330645,-0.47404363647230296,-1.8043585831256224
1.683044826663241,1.3557569976862271,-0.8365822825472448
0.6094593858509394,-1.7727260613189835,0.8793114295218872
3.4555690386957307,2.3988569726523066,2.19319017609681
2.865053936117841,0.09525395317397284,-0.7565232234776145
-1.798901720914525,-1.9120829768033223,-2.0360097575628426
-0.9979112794195047,-5.072876264232866,5.674324361206355
-1.2894097008403285,-2.996294164535994,-0.1293262232048197
-0.997911279419506,-5.072876264232872,5.674324361206344
-1.1017723075611272,-1.7737053388342965,-2.2200801428534325
-1.0742535417395889,0.1226665324811595,-1.6819967681824566
-1.139567106985917,-1.2506507870328325,-1.5078313055010755
-1.2317044851677454,-1.6455932513916318,-1.4706383920311754
